INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목1', '아이디1', '본문1', 1 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목233', '아이디233', '본문233', 233 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목234', '아이디234', '본문234', 234 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목235', '아이디235', '본문235', 235 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목236', '아이디236', '본문236', 236 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목237', '아이디237', '본문237', 237 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목238', '아이디238', '본문238', 238 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목239', '아이디239', '본문239', 239 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목240', '아이디240', '본문240', 240 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목241', '아이디241', '본문241', 241 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목242', '아이디242', '본문242', 242 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목243', '아이디243', '본문243', 243 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목244', '아이디244', '본문244', 244 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목245', '아이디245', '본문245', 245 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목246', '아이디246', '본문246', 246 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목247', '아이디247', '본문247', 247 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목248', '아이디248', '본문248', 248 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목249', '아이디249', '본문249', 249 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목250', '아이디250', '본문250', 250 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목251', '아이디251', '본문251', 251 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목252', '아이디252', '본문252', 252 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목253', '아이디253', '본문253', 253 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목254', '아이디254', '본문254', 254 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목255', '아이디255', '본문255', 255 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목256', '아이디256', '본문256', 256 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목257', '아이디257', '본문257', 257 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목258', '아이디258', '본문258', 258 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목259', '아이디259', '본문259', 259 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목260', '아이디260', '본문260', 260 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목261', '아이디261', '본문261', 261 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목262', '아이디262', '본문262', 262 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목263', '아이디263', '본문263', 263 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목264', '아이디264', '본문264', 264 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목265', '아이디265', '본문265', 265 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목266', '아이디266', '본문266', 266 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목267', '아이디267', '본문267', 267 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목268', '아이디268', '본문268', 268 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목269', '아이디269', '본문269', 269 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목270', '아이디270', '본문270', 270 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목271', '아이디271', '본문271', 271 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목272', '아이디272', '본문272', 272 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목273', '아이디273', '본문273', 273 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목274', '아이디274', '본문274', 274 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목275', '아이디275', '본문275', 275 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목276', '아이디276', '본문276', 276 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목277', '아이디277', '본문277', 277 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목278', '아이디278', '본문278', 278 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목279', '아이디279', '본문279', 279 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목280', '아이디280', '본문280', 280 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목281', '아이디281', '본문281', 281 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목282', '아이디282', '본문282', 282 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목283', '아이디283', '본문283', 283 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목284', '아이디284', '본문284', 284 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목285', '아이디285', '본문285', 285 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목286', '아이디286', '본문286', 286 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목287', '아이디287', '본문287', 287 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목288', '아이디288', '본문288', 288 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목289', '아이디289', '본문289', 289 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목290', '아이디290', '본문290', 290 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목291', '아이디291', '본문291', 291 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목292', '아이디292', '본문292', 292 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목293', '아이디293', '본문293', 293 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목294', '아이디294', '본문294', 294 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목295', '아이디295', '본문295', 295 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목296', '아이디296', '본문296', 296 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목297', '아이디297', '본문297', 297 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목298', '아이디298', '본문298', 298 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목299', '아이디299', '본문299', 299 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목300', '아이디300', '본문300', 300 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목301', '아이디301', '본문301', 301 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목302', '아이디302', '본문302', 302 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목303', '아이디303', '본문303', 303 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목304', '아이디304', '본문304', 304 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목305', '아이디305', '본문305', 305 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목306', '아이디306', '본문306', 306 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목307', '아이디307', '본문307', 307 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목308', '아이디308', '본문308', 308 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목309', '아이디309', '본문309', 309 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목310', '아이디310', '본문310', 310 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목311', '아이디311', '본문311', 311 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목312', '아이디312', '본문312', 312 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목313', '아이디313', '본문313', 313 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목314', '아이디314', '본문314', 314 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목315', '아이디315', '본문315', 315 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목316', '아이디316', '본문316', 316 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목317', '아이디317', '본문317', 317 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목318', '아이디318', '본문318', 318 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목319', '아이디319', '본문319', 319 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목320', '아이디320', '본문320', 320 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목321', '아이디321', '본문321', 321 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목322', '아이디322', '본문322', 322 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목323', '아이디323', '본문323', 323 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목324', '아이디324', '본문324', 324 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목325', '아이디325', '본문325', 325 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목326', '아이디326', '본문326', 326 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목327', '아이디327', '본문327', 327 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목328', '아이디328', '본문328', 328 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목329', '아이디329', '본문329', 329 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목330', '아이디330', '본문330', 330 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목331', '아이디331', '본문331', 331 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목332', '아이디332', '본문332', 332 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목333', '아이디333', '본문333', 333 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목334', '아이디334', '본문334', 334 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목335', '아이디335', '본문335', 335 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목336', '아이디336', '본문336', 336 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목337', '아이디337', '본문337', 337 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목338', '아이디338', '본문338', 338 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목339', '아이디339', '본문339', 339 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목340', '아이디340', '본문340', 340 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목341', '아이디341', '본문341', 341 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목342', '아이디342', '본문342', 342 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목343', '아이디343', '본문343', 343 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목344', '아이디344', '본문344', 344 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목345', '아이디345', '본문345', 345 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목346', '아이디346', '본문346', 346 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목347', '아이디347', '본문347', 347 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목348', '아이디348', '본문348', 348 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목349', '아이디349', '본문349', 349 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목350', '아이디350', '본문350', 350 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목351', '아이디351', '본문351', 351 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목352', '아이디352', '본문352', 352 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목353', '아이디353', '본문353', 353 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목354', '아이디354', '본문354', 354 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목355', '아이디355', '본문355', 355 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목356', '아이디356', '본문356', 356 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목357', '아이디357', '본문357', 357 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목358', '아이디358', '본문358', 358 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목359', '아이디359', '본문359', 359 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목360', '아이디360', '본문360', 360 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목361', '아이디361', '본문361', 361 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목362', '아이디362', '본문362', 362 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목363', '아이디363', '본문363', 363 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목364', '아이디364', '본문364', 364 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목365', '아이디365', '본문365', 365 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목366', '아이디366', '본문366', 366 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목367', '아이디367', '본문367', 367 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목368', '아이디368', '본문368', 368 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목369', '아이디369', '본문369', 369 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목370', '아이디370', '본문370', 370 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목371', '아이디371', '본문371', 371 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목372', '아이디372', '본문372', 372 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목373', '아이디373', '본문373', 373 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목374', '아이디374', '본문374', 374 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목375', '아이디375', '본문375', 375 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목376', '아이디376', '본문376', 376 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목377', '아이디377', '본문377', 377 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목378', '아이디378', '본문378', 378 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목379', '아이디379', '본문379', 379 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목380', '아이디380', '본문380', 380 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목381', '아이디381', '본문381', 381 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목382', '아이디382', '본문382', 382 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목383', '아이디383', '본문383', 383 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목384', '아이디384', '본문384', 384 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목385', '아이디385', '본문385', 385 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목386', '아이디386', '본문386', 386 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목387', '아이디387', '본문387', 387 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목388', '아이디388', '본문388', 388 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목389', '아이디389', '본문389', 389 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목390', '아이디390', '본문390', 390 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목391', '아이디391', '본문391', 391 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목392', '아이디392', '본문392', 392 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목393', '아이디393', '본문393', 393 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목394', '아이디394', '본문394', 394 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목395', '아이디395', '본문395', 395 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목396', '아이디396', '본문396', 396 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목397', '아이디397', '본문397', 397 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목398', '아이디398', '본문398', 398 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목399', '아이디399', '본문399', 399 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목400', '아이디400', '본문400', 400 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목401', '아이디401', '본문401', 401 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목402', '아이디402', '본문402', 402 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목403', '아이디403', '본문403', 403 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목404', '아이디404', '본문404', 404 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목405', '아이디405', '본문405', 405 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목406', '아이디406', '본문406', 406 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목407', '아이디407', '본문407', 407 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목408', '아이디408', '본문408', 408 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목409', '아이디409', '본문409', 409 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목410', '아이디410', '본문410', 410 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목411', '아이디411', '본문411', 411 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목412', '아이디412', '본문412', 412 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목413', '아이디413', '본문413', 413 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목414', '아이디414', '본문414', 414 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목415', '아이디415', '본문415', 415 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목416', '아이디416', '본문416', 416 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목417', '아이디417', '본문417', 417 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목418', '아이디418', '본문418', 418 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목419', '아이디419', '본문419', 419 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목420', '아이디420', '본문420', 420 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목421', '아이디421', '본문421', 421 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목422', '아이디422', '본문422', 422 );
INSERT INTO board ( boardno, title, id, content, hit ) VALUES ( board_seq.nextval, '제목423', '아이디423', '본문423', 423 );
commit;

SELECT * FROM board ORDER BY boardno DESC;
